time,crd,vel,ekin,ene_0,ene_1,epot,etotal,coff_0,coff_1,prob,random,state
183.000,-2.34682180,0.01449204,0.21001934,-0.00976051,0.00976051,-0.00976051,0.20025883,0.99999905,0.00000095,0.00000000,0.25451192,0
184.000,-2.33232985,0.01449185,0.21001385,-0.00975489,0.00975489,-0.00975489,0.20025896,0.99999892,0.00000108,0.00000000,0.57759206,0
185.000,-2.31783809,0.01449166,0.21000824,-0.00974915,0.00974915,-0.00974915,0.20025909,0.99999876,0.00000124,0.00000000,0.72406114,0
186.000,-2.30334653,0.01449146,0.21000249,-0.00974327,0.00974327,-0.00974327,0.20025922,0.99999858,0.00000142,0.00000000,0.58234294,0
187.000,-2.28885517,0.01449126,0.20999661,-0.00973725,0.00973725,-0.00973725,0.20025936,0.99999837,0.00000163,0.00000000,0.73539673,0
188.000,-2.27436401,0.01449105,0.20999059,-0.00973109,0.00973109,-0.00973109,0.20025950,0.99999814,0.00000186,0.00000000,0.69946244,0
189.000,-2.25987306,0.01449084,0.20998444,-0.00972479,0.00972479,-0.00972479,0.20025964,0.99999788,0.00000212,0.00000000,0.61621602,0
190.000,-2.24538233,0.01449062,0.20997813,-0.00971834,0.00971834,-0.00971834,0.20025979,0.99999758,0.00000242,0.00000000,0.50057874,0
191.000,-2.23089182,0.01449040,0.20997168,-0.00971174,0.00971174,-0.00971174,0.20025994,0.99999724,0.00000276,0.00000000,0.19714459,0
192.000,-2.21640153,0.01449017,0.20996508,-0.00970499,0.00970499,-0.00970499,0.20026010,0.99999686,0.00000314,0.00000000,0.21788156,0
193.000,-2.20191147,0.01448994,0.20995833,-0.00969808,0.00969808,-0.00969808,0.20026025,0.99999642,0.00000358,0.00000000,0.25433489,0
194.000,-2.18742165,0.01448970,0.20995142,-0.00969101,0.00969101,-0.00969101,0.20026041,0.99999593,0.00000407,0.00000000,0.48308033,0
195.000,-2.17293207,0.01448946,0.20994435,-0.00968377,0.00968377,-0.00968377,0.20026058,0.99999538,0.00000462,0.00000000,0.87987426,0
196.000,-2.15844274,0.01448921,0.20993711,-0.00967637,0.00967637,-0.00967637,0.20026074,0.99999476,0.00000524,0.00000000,0.62709836,0
197.000,-2.14395366,0.01448895,0.20992971,-0.00966879,0.00966879,-0.00966879,0.20026092,0.99999405,0.00000595,0.00000000,0.86450889,0
198.000,-2.12946484,0.01448869,0.20992213,-0.00966104,0.00966104,-0.00966104,0.20026109,0.99999326,0.00000674,0.00000000,0.70198662,0
199.000,-2.11497628,0.01448842,0.20991438,-0.00965311,0.00965311,-0.00965311,0.20026127,0.99999237,0.00000763,0.00000000,0.21515349,0
200.000,-2.10048799,0.01448815,0.20990645,-0.00964499,0.00964499,-0.00964499,0.20026145,0.99999136,0.00000864,0.00000000,0.53078293,0
201.000,-2.08599998,0.01448787,0.20989833,-0.00963669,0.00963669,-0.00963669,0.20026164,0.99999023,0.00000977,0.00000000,0.72172147,0
202.000,-2.07151225,0.01448758,0.20989003,-0.00962820,0.00962820,-0.00962820,0.20026183,0.99998897,0.00001103,0.00000000,0.14976873,0
203.000,-2.05702482,0.01448729,0.20988154,-0.00961951,0.00961951,-0.00961951,0.20026203,0.99998755,0.00001245,0.00000000,0.46642769,0
204.000,-2.04253768,0.01448699,0.20987284,-0.00961062,0.00961062,-0.00961062,0.20026223,0.99998595,0.00001405,0.00000000,0.55834233,0
205.000,-2.02805084,0.01448668,0.20986395,-0.00960152,0.00960152,-0.00960152,0.20026243,0.99998417,0.00001583,0.00000000,0.29304182,0
206.000,-2.01356431,0.01448637,0.20985486,-0.00959222,0.00959222,-0.00959222,0.20026264,0.99998217,0.00001783,0.00000000,0.10886219,0
207.000,-1.99907810,0.01448605,0.20984555,-0.00958270,0.00958270,-0.00958270,0.20026285,0.99997994,0.00002006,0.00000000,0.70178636,0
208.000,-1.98459222,0.01448572,0.20983604,-0.00957296,0.00957296,-0.00957296,0.20026307,0.99997745,0.00002255,0.00000000,0.30529834,0
209.000,-1.97010667,0.01448538,0.20982630,-0.00956301,0.00956301,-0.00956301,0.20026329,0.99997467,0.00002533,0.00000000,0.39779243,0
210.000,-1.95562145,0.01448504,0.20981634,-0.00955282,0.00955282,-0.00955282,0.20026352,0.99997157,0.00002843,0.00000000,0.32399816,0
211.000,-1.94113659,0.01448469,0.20980616,-0.00954240,0.00954240,-0.00954240,0.20026375,0.99996811,0.00003189,0.00000000,0.03327872,0
212.000,-1.92665208,0.01448433,0.20979574,-0.00953175,0.00953175,-0.00953175,0.20026399,0.99996426,0.00003574,0.00000000,0.95430017,0
213.000,-1.91216794,0.01448396,0.20978508,-0.00952085,0.00952085,-0.00952085,0.20026423,0.99995998,0.00004002,0.00000000,0.83833195,0
214.000,-1.89768416,0.01448358,0.20977419,-0.00950971,0.00950971,-0.00950971,0.20026448,0.99995522,0.00004478,0.00000000,0.58421144,0
215.000,-1.88320077,0.01448320,0.20976305,-0.00949832,0.00949832,-0.00949832,0.20026473,0.99994994,0.00005006,0.00000000,0.60365664,0
216.000,-1.86871776,0.01448281,0.20975165,-0.00948667,0.00948667,-0.00948667,0.20026498,0.99994408,0.00005592,0.00000000,0.91287290,0
217.000,-1.85423516,0.01448240,0.20974000,-0.00947476,0.00947476,-0.00947476,0.20026524,0.99993758,0.00006242,0.00000000,0.14035933,0
218.000,-1.83975296,0.01448199,0.20972809,-0.00946258,0.00946258,-0.00946258,0.20026551,0.99993038,0.00006962,0.00000000,0.75479068,0
219.000,-1.82527117,0.01448157,0.20971592,-0.00945014,0.00945014,-0.00945014,0.20026578,0.99992241,0.00007759,0.00000000,0.59943114,0
220.000,-1.81078981,0.01448114,0.20970347,-0.00943741,0.00943741,-0.00943741,0.20026605,0.99991360,0.00008640,0.00000000,0.30689913,0
221.000,-1.79630889,0.01448070,0.20969075,-0.00942441,0.00942441,-0.00942441,0.20026634,0.99990386,0.00009614,0.00000000,0.66403215,0
222.000,-1.78182841,0.01448025,0.20967774,-0.00941112,0.00941112,-0.00941112,0.20026662,0.99989311,0.00010689,0.00000000,0.90226504,0
223.000,-1.76734838,0.01447979,0.20966445,-0.00939754,0.00939754,-0.00939754,0.20026691,0.99988125,0.00011875,0.00000000,0.02460814,0
224.000,-1.75286882,0.01447933,0.20965087,-0.00938366,0.00938366,-0.00938366,0.20026721,0.99986818,0.00013182,0.00000000,0.74675928,0
225.000,-1.73838973,0.01447885,0.20963699,-0.00936948,0.00936948,-0.00936948,0.20026751,0.99985378,0.00014622,0.00000000,0.91752345,0
226.000,-1.72391113,0.01447836,0.20962281,-0.00935499,0.00935499,-0.00935499,0.20026782,0.99983794,0.00016206,0.00000000,0.89182169,0
227.000,-1.70943302,0.01447786,0.20960832,-0.00934019,0.00934019,-0.00934019,0.20026813,0.99982052,0.00017948,0.00000000,0.04164023,0
228.000,-1.69495542,0.01447735,0.20959352,-0.00932508,0.00932508,-0.00932508,0.20026844,0.99980138,0.00019862,0.00000000,0.06200168,0
229.000,-1.68047833,0.01447682,0.20957841,-0.00930964,0.00930964,-0.00930964,0.20026876,0.99978037,0.00021963,0.00000000,0.61102752,0
230.000,-1.66600177,0.01447629,0.20956297,-0.00929388,0.00929388,-0.00929388,0.20026909,0.99975733,0.00024267,0.00000000,0.23226000,0
231.000,-1.65152575,0.01447575,0.20954721,-0.00927778,0.00927778,-0.00927778,0.20026942,0.99973207,0.00026793,0.00000000,0.43773608,0
232.000,-1.63705028,0.01447519,0.20953111,-0.00926135,0.00926135,-0.00926135,0.20026976,0.99970442,0.00029558,0.00000000,0.12233442,0
233.000,-1.62257537,0.01447462,0.20951468,-0.00924458,0.00924458,-0.00924458,0.20027010,0.99967416,0.00032584,0.00000000,0.78341337,0
234.000,-1.60810104,0.01447404,0.20949791,-0.00922747,0.00922747,-0.00922747,0.20027044,0.99964108,0.00035892,0.00000000,0.25808243,0
235.000,-1.59362729,0.01447345,0.20948079,-0.00921000,0.00921000,-0.00921000,0.20027079,0.99960494,0.00039506,0.00000000,0.61775406,0
236.000,-1.57915413,0.01447285,0.20946332,-0.00919218,0.00919218,-0.00919218,0.20027115,0.99956550,0.00043450,0.00000000,0.38593080,0
237.000,-1.56468159,0.01447223,0.20944550,-0.00917400,0.00917400,-0.00917400,0.20027150,0.99952249,0.00047751,0.00000000,0.74122682,0
238.000,-1.55020967,0.01447160,0.20942732,-0.00915546,0.00915546,-0.00915546,0.20027187,0.99947561,0.00052439,0.00000000,0.91873644,0
239.000,-1.53573838,0.01447096,0.20940878,-0.00913655,0.00913655,-0.00913655,0.20027223,0.99942457,0.00057543,0.00000000,0.74033397,0
240.000,-1.52126774,0.01447031,0.20938987,-0.00911727,0.00911727,-0.00911727,0.20027260,0.99936904,0.00063096,0.00000000,0.91361901,0
241.000,-1.50679776,0.01446964,0.20937059,-0.00909761,0.00909761,-0.00909761,0.20027298,0.99930867,0.00069133,0.00000000,0.21922473,0
242.000,-1.49232845,0.01446896,0.20935093,-0.00907758,0.00907758,-0.00907758,0.20027336,0.99924309,0.00075691,0.00000000,0.54396339,0
243.000,-1.47785983,0.01446827,0.20933090,-0.00905716,0.00905716,-0.00905716,0.20027374,0.99917192,0.00082808,0.00000000,0.78988961,0
244.000,-1.46339191,0.01446757,0.20931049,-0.00903636,0.00903636,-0.00903636,0.20027412,0.99909473,0.00090527,0.00000000,0.37847726,0
245.000,-1.44892470,0.01446685,0.20928969,-0.00901518,0.00901518,-0.00901518,0.20027451,0.99901109,0.00098891,0.00000000,0.00130818,0
246.000,-1.43445821,0.01446612,0.20926850,-0.00899360,0.00899360,-0.00899360,0.20027490,0.99892052,0.00107948,0.00000000,0.21123169,0
247.000,-1.41999247,0.01446537,0.20924692,-0.00897163,0.00897163,-0.00897163,0.20027529,0.99882254,0.00117746,0.00000000,0.35153382,0
248.000,-1.40552747,0.01446461,0.20922495,-0.00894926,0.00894926,-0.00894926,0.20027569,0.99871661,0.00128339,0.00000000,0.71840647,0
249.000,-1.39106325,0.01446384,0.20920258,-0.00892650,0.00892650,-0.00892650,0.20027609,0.99860218,0.00139782,0.00000000,0.89771245,0
250.000,-1.37659980,0.01446305,0.20917982,-0.00890333,0.00890333,-0.00890333,0.20027649,0.99847868,0.00152132,0.00000000,0.46988316,0
251.000,-1.36213715,0.01446225,0.20915665,-0.00887976,0.00887976,-0.00887976,0.20027689,0.99834548,0.00165452,0.00000000,0.89175498,0
252.000,-1.34767530,0.01446143,0.20913309,-0.00885579,0.00885579,-0.00885579,0.20027729,0.99820193,0.00179807,0.00000000,0.72616973,0
253.000,-1.33321428,0.01446061,0.20910912,-0.00883142,0.00883142,-0.00883142,0.20027770,0.99804736,0.00195264,0.00000000,0.14959674,0
254.000,-1.31875409,0.01445976,0.20908474,-0.00880664,0.00880664,-0.00880664,0.20027810,0.99788105,0.00211895,0.00000000,0.93952042,0
255.000,-1.30429475,0.01445891,0.20905996,-0.00878145,0.00878145,-0.00878145,0.20027851,0.99770224,0.00229776,0.00000000,0.93248764,0
256.000,-1.28983628,0.01445803,0.20903477,-0.00875585,0.00875585,-0.00875585,0.20027892,0.99751015,0.00248985,0.00000000,0.56759932,0
257.000,-1.27537868,0.01445715,0.20900918,-0.00872985,0.00872985,-0.00872985,0.20027932,0.99730394,0.00269606,0.00000000,0.72031644,0
258.000,-1.26092198,0.01445625,0.20898317,-0.00870344,0.00870344,-0.00870344,0.20027973,0.99708277,0.00291723,0.00000000,0.88872451,0
259.000,-1.24646618,0.01445534,0.20895676,-0.00867662,0.00867662,-0.00867662,0.20028014,0.99684571,0.00315429,0.00000000,0.31338371,0
260.000,-1.23201131,0.01445441,0.20892994,-0.00864939,0.00864939,-0.00864939,0.20028055,0.99659182,0.00340818,0.00000000,0.16183760,0
261.000,-1.21755736,0.01445347,0.20890271,-0.00862175,0.00862175,-0.00862175,0.20028096,0.99632013,0.00367987,0.00000000,0.88615707,0
262.000,-1.20310437,0.01445251,0.20887507,-0.00859371,0.00859371,-0.00859371,0.20028137,0.99602960,0.00397040,0.00000000,0.80261373,0
263.000,-1.18865234,0.01445154,0.20884703,-0.00856525,0.00856525,-0.00856525,0.20028177,0.99571917,0.00428083,0.00000000,0.23107697,0
264.000,-1.17420129,0.01445056,0.20881857,-0.00853639,0.00853639,-0.00853639,0.20028218,0.99538772,0.00461228,0.00000000,0.04460300,0
265.000,-1.15975123,0.01444956,0.20878971,-0.00850713,0.00850713,-0.00850713,0.20028259,0.99503410,0.00496590,0.00000000,0.84332661,0
266.000,-1.14530218,0.01444854,0.20876045,-0.00847745,0.00847745,-0.00847745,0.20028299,0.99465712,0.00534288,0.00000000,0.43166014,0
267.000,-1.13085414,0.01444752,0.20873078,-0.00844738,0.00844738,-0.00844738,0.20028340,0.99425552,0.00574448,0.00000000,0.28451242,0
268.000,-1.11640714,0.01444648,0.20870070,-0.00841690,0.00841690,-0.00841690,0.20028380,0.99382804,0.00617196,0.00000000,0.20893598,0
269.000,-1.10196119,0.01444542,0.20867022,-0.00838602,0.00838602,-0.00838602,0.20028420,0.99337333,0.00662667,0.00000000,0.10637404,0
270.000,-1.08751630,0.01444435,0.20863934,-0.00835473,0.00835473,-0.00835473,0.20028461,0.99289002,0.00710998,0.00000000,0.45348375,0
271.000,-1.07307248,0.01444327,0.20860805,-0.00832304,0.00832304,-0.00832304,0.20028501,0.99237670,0.00762330,0.00000000,0.25686058,0
272.000,-1.05862976,0.01444217,0.20857636,-0.00829095,0.00829095,-0.00829095,0.20028541,0.99183189,0.00816811,0.00000000,0.87701037,0
273.000,-1.04418813,0.01444106,0.20854427,-0.00825846,0.00825846,-0.00825846,0.20028581,0.99125410,0.00874590,0.00000000,0.53460441,0
274.000,-1.02974763,0.01443994,0.20851178,-0.00822557,0.00822557,-0.00822557,0.20028621,0.99064176,0.00935824,0.00000000,0.51290965,0
275.000,-1.01530826,0.01443880,0.20847889,-0.00819228,0.00819228,-0.00819228,0.20028661,0.98999328,0.01000672,0.00000000,0.08205182,0
276.000,-1.00087004,0.01443765,0.20844560,-0.00815858,0.00815858,-0.00815858,0.20028702,0.98930701,0.01069299,0.00000000,0.22659540,0
277.000,-0.98643297,0.01443648,0.20841190,-0.00812448,0.00812448,-0.00812448,0.20028742,0.98858127,0.01141873,0.00000000,0.87415961,0
278.000,-0.97199708,0.01443530,0.20837780,-0.00808998,0.00808998,-0.00808998,0.20028782,0.98781431,0.01218569,0.00000000,0.45529300,0
279.000,-0.95756238,0.01443410,0.20834330,-0.00805507,0.00805507,-0.00805507,0.20028823,0.98700437,0.01299563,0.00000000,0.36954611,0
280.000,-0.94312888,0.01443289,0.20830839,-0.00801975,0.00801975,-0.00801975,0.20028864,0.98614960,0.01385040,0.00000000,0.03986711,0
281.000,-0.92869659,0.01443167,0.20827307,-0.00798402,0.00798402,-0.00798402,0.20028905,0.98524815,0.01475185,0.00000000,0.10452094,0
282.000,-0.91426554,0.01443043,0.20823734,-0.00794788,0.00794788,-0.00794788,0.20028946,0.98429809,0.01570191,0.00000000,0.31721760,0
283.000,-0.89983573,0.01442918,0.20820120,-0.00791132,0.00791132,-0.00791132,0.20028988,0.98329745,0.01670255,0.00000000,0.15451562,0
284.000,-0.88540718,0.01442791,0.20816464,-0.00787434,0.00787434,-0.00787434,0.20029030,0.98224422,0.01775578,0.00000000,0.05839436,0
285.000,-0.87097990,0.01442663,0.20812765,-0.00783692,0.00783692,-0.00783692,0.20029073,0.98113633,0.01886367,0.00000000,0.27261427,0
286.000,-0.85655392,0.01442533,0.20809024,-0.00779907,0.00779907,-0.00779907,0.20029117,0.97997166,0.02002834,0.00000000,0.12030998,0
287.000,-0.84212924,0.01442402,0.20805239,-0.00776079,0.00776079,-0.00776079,0.20029161,0.97874804,0.02125196,0.00000000,0.16544121,0
288.000,-0.82770588,0.01442269,0.20801410,-0.00772205,0.00772205,-0.00772205,0.20029206,0.97746323,0.02253677,0.00000000,0.12805550,0
289.000,-0.81328385,0.01442135,0.20797536,-0.00768285,0.00768285,-0.00768285,0.20029251,0.97611494,0.02388506,0.00000000,0.69425553,0
290.000,-0.79886317,0.01441999,0.20793617,-0.00764319,0.00764319,-0.00764319,0.20029298,0.97470081,0.02529919,0.00000000,0.48770942,0
291.000,-0.78444387,0.01441862,0.20789650,-0.00760305,0.00760305,-0.00760305,0.20029346,0.97321842,0.02678158,0.00000000,0.43267786,0
292.000,-0.77002594,0.01441722,0.20785636,-0.00756242,0.00756242,-0.00756242,0.20029394,0.97166526,0.02833474,0.00000000,0.38464513,0
293.000,-0.75560942,0.01441582,0.20781573,-0.00752129,0.00752129,-0.00752129,0.20029444,0.97003875,0.02996125,0.00000000,0.99651582,0
294.000,-0.74119431,0.01441439,0.20777460,-0.00747965,0.00747965,-0.00747965,0.20029495,0.96833621,0.03166379,0.00000000,0.27475870,0
295.000,-0.72678064,0.01441294,0.20773296,-0.00743748,0.00743748,-0.00743748,0.20029548,0.96655488,0.03344512,0.00000000,0.85811036,0
296.000,-0.71236842,0.01441148,0.20769079,-0.00739477,0.00739477,-0.00739477,0.20029602,0.96469188,0.03530812,0.00000000,0.43849246,0
297.000,-0.69795768,0.01441000,0.20764808,-0.00735151,0.00735151,-0.00735151,0.20029657,0.96274422,0.03725578,0.00000000,0.17537252,0
298.000,-0.68354842,0.01440850,0.20760481,-0.00730767,0.00730767,-0.00730767,0.20029714,0.96070878,0.03929122,0.00000000,0.93108945,0
299.000,-0.66914068,0.01440698,0.20756098,-0.00726325,0.00726325,-0.00726325,0.20029773,0.95858227,0.04141773,0.00000000,0.14377230,0
300.000,-0.65473447,0.01440543,0.20751655,-0.00721822,0.00721822,-0.00721822,0.20029833,0.95636128,0.04363872,0.00000000,0.13691329,0
301.000,-0.64032981,0.01440387,0.20747153,-0.00717258,0.00717258,-0.00717258,0.20029895,0.95404221,0.04595779,0.00000000,0.53850480,0
302.000,-0.62592673,0.01440229,0.20742588,-0.00712630,0.00712630,-0.00712630,0.20029958,0.95162125,0.04837875,0.00000000,0.59239055,0
303.000,-0.61152524,0.01440068,0.20737960,-0.00707937,0.00707937,-0.00707937,0.20030023,0.94909439,0.05090561,0.00000000,0.77428889,0
304.000,-0.59712537,0.01439905,0.20733266,-0.00703176,0.00703176,-0.00703176,0.20030090,0.94645736,0.05354264,0.00000000,0.61458067,0
305.000,-0.58272714,0.01439740,0.20728506,-0.00698347,0.00698347,-0.00698347,0.20030159,0.94370565,0.05629435,0.00000000,0.28495490,0
306.000,-0.56833057,0.01439572,0.20723677,-0.00693448,0.00693448,-0.00693448,0.20030229,0.94083442,0.05916558,0.00000000,0.69892798,0
307.000,-0.55393569,0.01439402,0.20718778,-0.00688478,0.00688478,-0.00688478,0.20030300,0.93783854,0.06216146,0.00000000,0.12309663,0
308.000,-0.53954253,0.01439229,0.20713807,-0.00683435,0.00683435,-0.00683435,0.20030373,0.93471248,0.06528752,0.00000000,0.30000955,0
309.000,-0.52515111,0.01439054,0.20708764,-0.00678318,0.00678318,-0.00678318,0.20030446,0.93145035,0.06854965,0.00000000,0.67195315,0
310.000,-0.51076145,0.01438876,0.20703647,-0.00673126,0.00673126,-0.00673126,0.20030521,0.92804577,0.07195423,0.00000000,0.90404351,0
311.000,-0.49637359,0.01438696,0.20698455,-0.00667858,0.00667858,-0.00667858,0.20030597,0.92449193,0.07550807,0.00000000,0.98830387,0
312.000,-0.48198754,0.01438513,0.20693187,-0.00662515,0.00662515,-0.00662515,0.20030672,0.92078144,0.07921856,0.00000000,0.44962285,0
313.000,-0.46760333,0.01438327,0.20687844,-0.00657096,0.00657096,-0.00657096,0.20030748,0.91690635,0.08309365,0.00000000,0.86059309,0
314.000,-0.45322100,0.01438139,0.20682425,-0.00651601,0.00651601,-0.00651601,0.20030824,0.91285807,0.08714193,0.00000000,0.51830138,0
315.000,-0.43884056,0.01437948,0.20676930,-0.00646032,0.00646032,-0.00646032,0.20030898,0.90862728,0.09137272,0.00000000,0.57376611,0
316.000,-0.42446205,0.01437754,0.20671361,-0.00640389,0.00640389,-0.00640389,0.20030972,0.90420394,0.09579606,0.00000000,0.24946538,0
317.000,-0.41008549,0.01437558,0.20665719,-0.00634676,0.00634676,-0.00634676,0.20031043,0.89957714,0.10042286,0.00000000,0.60797612,0
318.000,-0.39571090,0.01437359,0.20660006,-0.00628894,0.00628894,-0.00628894,0.20031112,0.89473508,0.10526492,0.00000000,0.74508498,0
319.000,-0.38133831,0.01437158,0.20654224,-0.00623048,0.00623048,-0.00623048,0.20031177,0.88966498,0.11033502,0.00000000,0.81659997,0
320.000,-0.36696774,0.01436954,0.20648378,-0.00617141,0.00617141,-0.00617141,0.20031237,0.88435303,0.11564697,0.00000000,0.47807075,0
321.000,-0.35259922,0.01436749,0.20642472,-0.00611180,0.00611180,-0.00611180,0.20031292,0.87878425,0.12121575,0.00000000,0.05991111,0
322.000,-0.33823276,0.01436541,0.20636511,-0.00605171,0.00605171,-0.00605171,0.20031341,0.87294249,0.12705751,0.00000000,0.54451447,0
323.000,-0.32386839,0.01436332,0.20630503,-0.00599121,0.00599121,-0.00599121,0.20031381,0.86681029,0.13318971,0.00000000,0.29710145,0
324.000,-0.30950612,0.01436122,0.20624454,-0.00593042,0.00593042,-0.00593042,0.20031412,0.86036886,0.13963114,0.00000000,0.42066847,0
325.000,-0.29514596,0.01435910,0.20618376,-0.00586943,0.00586943,-0.00586943,0.20031433,0.85359800,0.14640200,0.00000000,0.71867242,0
326.000,-0.28078792,0.01435698,0.20612278,-0.00580837,0.00580837,-0.00580837,0.20031441,0.84647604,0.15352396,0.00000000,0.64673195,0
327.000,-0.26643201,0.01435485,0.20606173,-0.00574739,0.00574739,-0.00574739,0.20031434,0.83897982,0.16102018,0.00000000,0.70618537,0
328.000,-0.25207822,0.01435273,0.20600077,-0.00568667,0.00568667,-0.00568667,0.20031410,0.83108472,0.16891528,0.00000000,0.50508140,0
329.000,-0.23772655,0.01435061,0.20594006,-0.00562638,0.00562638,-0.00562638,0.20031368,0.82276465,0.17723535,0.00000000,0.38626434,0
330.000,-0.22337700,0.01434851,0.20587979,-0.00556676,0.00556676,-0.00556676,0.20031303,0.81399215,0.18600785,0.00000000,0.72611950,0
331.000,-0.20902953,0.01434643,0.20582019,-0.00550804,0.00550804,-0.00550804,0.20031215,0.80473852,0.19526148,0.00000000,0.50188803,0
332.000,-0.19468413,0.01434439,0.20576149,-0.00545051,0.00545051,-0.00545051,0.20031099,0.79497407,0.20502593,0.00000000,0.53389508,0
333.000,-0.18034075,0.01434238,0.20570398,-0.00539446,0.00539446,-0.00539446,0.20030952,0.78466838,0.21533162,0.00000000,0.56166195,0
334.000,-0.16599936,0.01434043,0.20564797,-0.00534025,0.00534025,-0.00534025,0.20030772,0.77379076,0.22620924,0.00000000,0.83215271,0
335.000,-0.15165989,0.01433854,0.20559379,-0.00528825,0.00528825,-0.00528825,0.20030554,0.76231079,0.23768921,0.00000000,0.70623270,0
336.000,-0.13732227,0.01433673,0.20554182,-0.00523888,0.00523888,-0.00523888,0.20030295,0.75019906,0.24980094,0.00000000,0.58434243,0
337.000,-0.12298643,0.01396808,0.19510731,-0.00519259,0.00519259,0.00519259,0.20029990,0.73742802,0.26257198,0.01810741,0.00481684,1
338.000,-0.10865226,0.01396802,0.19510569,-0.00515091,0.00515091,0.00515091,0.20025661,0.72397308,0.27602692,0.00000000,0.02567547,1
339.000,-0.09468345,0.01396951,0.19514733,-0.00511313,0.00511313,0.00511313,0.20026046,0.71017986,0.28982014,0.00000000,0.36594416,1
340.000,-0.08071323,0.01397086,0.19518506,-0.00507977,0.00507977,0.00507977,0.20026484,0.69570467,0.30429533,0.00000000,0.05561784,1
341.000,-0.06674172,0.01397206,0.19521838,-0.00505140,0.00505140,0.00505140,0.20026978,0.68053897,0.31946103,0.00000000,0.62346740,1
342.000,-0.05276911,0.01397307,0.19524669,-0.00502863,0.00502863,0.00502863,0.20027532,0.66468408,0.33531592,0.00000000,0.09584660,1
343.000,-0.03879558,0.01397388,0.19526942,-0.00501207,0.00501207,0.00501207,0.20028149,0.64815130,0.35184870,0.00000000,0.34544337,1
344.000,-0.02482135,0.01397447,0.19528593,-0.00500237,0.00500237,0.00500237,0.20028830,0.63096344,0.36903656,0.00000000,0.40900308,1
345.000,-0.01084664,0.01397482,0.19529557,-0.00500020,0.00500020,0.00500020,0.20029577,0.61315629,0.38684371,0.00000000,0.20822422,1
346.000,0.00312829,0.01397490,0.19529769,-0.00500582,0.00500582,0.00500582,0.20030352,0.59477983,0.40522017,0.00000000,0.57606349,1
347.000,0.01710315,0.01397470,0.19529213,-0.00501867,0.00501867,0.00501867,0.20031080,0.57608777,0.42391223,0.00000000,0.16069134,1
348.000,0.03107768,0.01397424,0.19527933,-0.00503809,0.00503809,0.00503809,0.20031743,0.55781181,0.44218819,0.00000000,0.63278019,1
349.000,0.04505163,0.01397355,0.19525997,-0.00506345,0.00506345,0.00506345,0.20032341,0.54002562,0.45997438,0.00000000,0.84897061,1
350.000,0.05902477,0.01397264,0.19523466,-0.00509412,0.00509412,0.00509412,0.20032879,0.52278891,0.47721109,0.00000000,0.44330805,1
351.000,0.07299691,0.01397154,0.19520403,-0.00512953,0.00512953,0.00512953,0.20033357,0.50614777,0.49385223,0.00000000,0.28561685,1
352.000,0.08696786,0.01397028,0.19516867,-0.00516912,0.00516912,0.00516912,0.20033779,0.49013553,0.50986447,0.00000000,0.18622550,1
353.000,0.10093747,0.01396886,0.19512913,-0.00521237,0.00521237,0.00521237,0.20034150,0.47477390,0.52522610,0.00000000,0.99856419,1
354.000,0.11490559,0.01396732,0.19508592,-0.00525880,0.00525880,0.00525880,0.20034472,0.46007433,0.53992567,0.00000000,0.15829021,1
355.000,0.12887210,0.01396566,0.19503953,-0.00530796,0.00530796,0.00530796,0.20034749,0.44603950,0.55396050,0.00000000,0.00123907,1
356.000,0.14283690,0.01396390,0.19499040,-0.00535945,0.00535945,0.00535945,0.20034985,0.43266476,0.56733524,0.00000000,0.19224039,1
357.000,0.15679989,0.01396205,0.19493894,-0.00541288,0.00541288,0.00541288,0.20035183,0.41993949,0.58006051,0.00000000,0.35169712,1
358.000,0.17076100,0.01396014,0.19488553,-0.00546793,0.00546793,0.00546793,0.20035347,0.40784842,0.59215158,0.00000000,0.85861306,1
359.000,0.18472017,0.01395817,0.19483051,-0.00552428,0.00552428,0.00552428,0.20035479,0.39637277,0.60362723,0.00000000,0.61517463,1
360.000,0.19867734,0.01395615,0.19477419,-0.00558166,0.00558166,0.00558166,0.20035584,0.38549118,0.61450882,0.00000000,0.43491135,1
361.000,0.21263248,0.01395410,0.19471683,-0.00563981,0.00563981,0.00563981,0.20035664,0.37518063,0.62481937,0.00000000,0.53448370,1
362.000,0.22658554,0.01395201,0.19465869,-0.00569853,0.00569853,0.00569853,0.20035722,0.36541708,0.63458292,0.00000000,0.27802749,1
363.000,0.24053651,0.01394991,0.19459999,-0.00575761,0.00575761,0.00575761,0.20035760,0.35617604,0.64382396,0.00000000,0.94776511,1
364.000,0.25448536,0.01394779,0.19454093,-0.00581688,0.00581688,0.00581688,0.20035781,0.34743306,0.65256694,0.00000000,0.60068475,1
365.000,0.26843209,0.01394567,0.19448167,-0.00587618,0.00587618,0.00587618,0.20035786,0.33916403,0.66083597,0.00000000,0.57790357,1
366.000,0.28237670,0.01394354,0.19442238,-0.00593539,0.00593539,0.00593539,0.20035777,0.33134548,0.66865452,0.00000000,0.41684842,1
367.000,0.29631918,0.01394142,0.19436318,-0.00599440,0.00599440,0.00599440,0.20035757,0.32395477,0.67604523,0.00000000,0.49642945,1
368.000,0.31025954,0.01393930,0.19430418,-0.00605309,0.00605309,0.00605309,0.20035727,0.31697018,0.68302982,0.00000000,0.92197387,1
